id,text,label
3113,RT @AmyMek: How pathetic &amp; transparent -&gt;.@FrankLuntz goes right after @realDonaldTrump &amp; is doing his best to push Rhinos! #GOPDebate,0
3114,"@megynkelly reminded me of @HillaryClinton last night, and that's NOT a compliment! #GOPDebate #GoTrump @realDonaldTrump",0
3115,#GOPDebate was vicious thanks to this guy here http://t.co/c6UXed2WLU,0
3116,RT @JohnFugelsang: If you're just tuning into #gopdebate there's no money for struggling Americans and unlimited money for war.,0
3117,"RT @drginaloudon: Green rm wearing #IvankaTrump dress bcuz I host #AmericaTrends.If u arent watchin #GOPDebate, http://t.co/ee4TjYlRk5 http…",2
3118,@RMConservative: #GOPDebate: Did Cruz Trump Trump Last Night?  https://t.co/yrjQln6Ibb via @CR,0
3119,"Millions of #Conservative #Americans, myself included, find the #misogyny of  #DonaldTrump totally offensive and unacceptable. #GOPDebate",0
3120,"""Oh Donald, again with your angry misogyny. You are just incorrigible. Now tell us more about Trump Wall."" -- #GOPDebate",0
3121,File this under: Subjects Overlooked in the #GOPDebate http://t.co/L4X9stUjVM,0
3122,"According to @gov, the most-retweeted candidate tweet of the #GOPDebate didn't come from a Republican: https://t.co/cUv3aF58UA",2
3123,Republican presidential debate: 8 takeaways http://t.co/q41nopR2p9 #GOPDebate,2
3124,"RT @IAmChrisCrespo: LOL at those who unfollowed/blocked me after the #GOPDebate. Ups to my new followers, who outnumber the former 3 to 1.",2
3125,Doesn't it bother anyone that the GOP is primarily white. At some point you have to step back &amp; realize it doesn't reflect the US #GOPDebate,0
3126,"I know RWers like to show power,but did @FoxNews have to rub the 5:00 #GOPdebate candidates noses in the fact that THEY r the #JVteam?",0
3127,"RT @RudyHavenstein: Chris Christie, shown here swallowing a fly during Thursday's #GOPDebate #OhGodMakeItStop2015 http://t.co/z2VX3CRiDr",0
3128,"""I won't be bought &amp; I won't be sold"" @randpaul after reiterating his points against @realDonaldTrump during #gopdebate",2
3129,@audreycnn @MbasuCNN why didn't the #GOPDebate mention this,0
3130,RT @laureldavilacpa: #GOPdebate Perry wants war! #IranDeal #Hillary2016 #UniteBlue #PDMFNB #p2 http://t.co/I3UxAhYmJg,0
3131,Check out the CQ Word Cloud of last night's #GOPDebate... https://t.co/9Nd5l30xcj,2
3132,"Not one clown on that stage of idiots last night, can match PBO's accomplishments #GOPDebate #voteblue2016 http://t.co/xocShaANDf",0
3133,RT @kylebelanger1: #UponFurtherReview: #DonaldTrump was the dad in the #ODoyleRules family. #BillyMaddison #VapidBully #GOPDebate... http:/…,0
3134,"RT @Akhenaten15: The @GOP is against abortion but had no problem killing more than 575,000 Iraqi kids in 2000 &amp; another 56,000 Iraqi kids i…",0
3135,How can anyone take @realDonaldTrump seriously when he's talking about Rosie O'Donnell at a debate? #GOPDebate #asshat,0
3136,I guess yesterday's #GOPDebate and watching #DonaldTrump was more entertaining than Fantastic Four.  @RottenTomatoes http://t.co/GiMBjTFRtP,1
3137,"@realDonaldTrump, did you realize that even @FoxNews forgot about our Vets last night? It only came up at the last min. So sad. #GOPDebate",0
3138,"RT @bodysculptorokc: I think Ben Carson would make a much better Surgeon General, than a president  #GOPDebate",0
3139,RT @NancyLeeGrahn: Woke up to screaming about Mexicans and vaginas. NEVER fall asleep with Fox News channel on. #GOPDebate,0
3140,RT @CarolCNN: Last night's superstar? @CarlyFiorina shines in first #GOPdebate @DavidChalian weighs in http://t.co/nD1coglyPl http://t.co/i…,1
3141,#Reagan CRUSHED #TamirRice in last nights #gopDebate!,1
3142,RT @LizHernandez: This is a complete 🎪 with plenty clowns. #GOPDebate,0
3143,"Out of the #GOPDebate last night, I liked @RealBenCarson and @tedcruz 😊",1
3144,RT @lucylsmeezy: LOLing through gritted teeth #GOPDebate http://t.co/07Ag6M3QTW TY @Cornerstone_POC @thenation,2
3145,"""He buys &amp; sells politicians"" is any quote n #GOPDebate which demonstrates how messed up $ and pol system is @Thom_Hartmann @DylanRatigan",0
3146,"@RealBenCarson I love your tax plan! Makes sense, is fair, and simple. Great job during #GOPDebate.",1
3147,RT @maureenjohnson: These guys are trying to trump each other in crazy so hard by the end of the night we will have declared war on the moo…,0
3148,RT @Mike_Thoms: If there's one thing to take away from last night's #GOPDebate it's that improv comedy is alive and well,0
3149,"Megyn Kelly got the most air time. 31% of it was for Fox #GOPdebate moderators. Trump was 2nd closest, contrary to what folks think...--Rush",2
3150,#GOPDebate RE: audience cheer at Trumps insults: Anyone who takes delight in hurting others needs to examine the state of their own soul.,0
3151,RT @feministabulous: 20 minutes in the #GOPDebate and candidates have spoken more about the rights of fetuses than the rights of women in t…,0
3152,"RT @adbridgeforth: Any Questions...

#GOPDebate http://t.co/millo7rchh",0
3153,"Just muted #GOPDebate 
…ahhh, peace and quiet.",0
3154,"RT @joeltena: #GOPDebate #RealLifeInTheUSA RT @JuanG_Arango: When white people say ""Homeland"" ... I get REALLY scared.",0
3155,RT @Beem_Skeem: #GOPDebate JUSTICE IN AMERICA #SANDRABLAND #BlackLivesMatter http://t.co/r0xXbgvQb3,1
3156,"RT @aikieagle: #GOPDebate social issues strategy: offend as many women, races, and non-Christians as possible. Play the smallest violin for…",0
3157,@realDonaldTrump any thoughts on this claim? #GOP #GOPDebate #politics  https://t.co/YTrZ6QVhod,2
3158,"@BretBaier Mr Baier SHAME ON YOU. First ? About 3rd party.Something like WHO wants a wall on border, more pertinent. #GOPDebate #FoxNews",0
3159,Unfollowing everyone who tweets more than 2 times about the #GOPDebate.,0
3160,"RT @pattonoswalt: ""Yeah, I was pro-abortion. But that was the scene at Limelight in the 80s. It was a different time."" -- Donald Trump #GOP…",2
3161,"RT @BettyBowers: God is apparently, quite the prankster, who has egged on these narcissists to embarrass themselves by saying, ""RUN! RUN!"" …",0
3162,"Did @FoxNews, which excluded the only woman in @GOP field from first debate, ask Trump if he was part of the ""war on women""? Yep.
#GOPDebate",0
3163,"RT @LeeCorsoDrunk: If I was president, College Football would be played year round. 

And I'd Not so fast ISIS every Saturday. #Corso4Presi…",2
3164,RT @levarburton: Wait... What???? That was it???? #BlackLivesMatter #GOPDebate,0
3165,"If he didn't before,@realDonaldTrump is gonna have a war on @megynkelly now! #justwar #GOPdebate",0
3166,"RT @JoshMalina: ""And now for our 27 second Lightning Round on racial issues."" #GOPDebate",0
3167,#GOPDebate #MegynKelly is a talking head like the rest of them There were wonderful intelligent candidates we ought to be discussing instead,0
3168,It's fascinating to see the post-post #GOPDebate analysis this morning. I'm wondering if all these commentators watched the same thing I did,0
3169,RT @bannerite: #GOPDebate and the clear Winner is http://t.co/zO63efHNQH,1
3170,RT @madelyne_ortiz: No chill on the internet. Not one day! #GOPDebate http://t.co/KfC4G4E3QG,2
3171,RT @keithboykin: One softball question on #BlackLivesMatter. One quick answer. Done in 30 seconds. Then commericial break. #GOPDebate,0
3172,#GOPDebate was ummm terrible,0
3173,POLL: Who do you think won the 9PM .@FoxNews #GOPDebate? http://t.co/4Bp1KypEc6 #WakeUpAmerica #OutNumbered,2
3174,"RT @AmyMek: How disgusting is @megynkelly's tone, Show some respect toward's God and all of us who put him first in our lives! #GOPDebate",0
3175,"http://t.co/OvG0auASYi... oh my, really? y'all thought @realDonaldTrump won last nights #GOPDebate",0
3176,RT @JuliaWeingarden: That whole question about God was extremely inappropriate. I guess in the world of Fox News only Christians can have a…,0
3177,"RT @edstetzer: If @RealBenCarson continues to talk about tithing, and it catches on, every pastor in America will vote for him. #GOPDebate",1
3178,RT @deejayedee: Such sob stories - poor Repub boys! Where are the tissues? #GOPDebate,0
3179,If there's one thing to take away from last night's #GOPDebate it's that improv comedy is alive and well,2
3180,.@mattyglesias on the @realDonaldTrump and last night's #GOPDebate http://t.co/qvFMafvgu0 h/t @zmcdade http://t.co/qM3jG1Y07q,2
3181,RT @MichaelYaffee: In #GOPDebate who do YOU think said what #Millennials care about most? I will tell you tonight at 8pm! http://t.co/1sk3T…,2
3182,"IF the election were today &amp; I had to vote, based on last night's #GOPDebate my vote for POTUS would be @tedcruz . Bold Christians are rare!",1
3183,#Trump was spot on in his description of business bankruptcies. Playing by same rules as all businesses. #GOPDebate  https://t.co/cgNHoXchDL,1
3184,RT @madyclahane: srry rather not have decisions over my body being made by men that can't count to two #GOPDebate  https://t.co/1Ps81yQaOl,0
3185,The race for the #GOP Presidential nomination was a riot! LOL! I didn't know the circus was in town! Wow! #GOPDebate http://t.co/jQ1cnfgGwY,0
3186,The best and worst from the #GOPDebate http://t.co/YkI30j7hhO,2
3187,"Isn't ""@FoxNews fact checkers"" an oxymoron? They don't fact check on a daily basis. Or they do &amp; ignore them...like last night. #GOPDebate",2
3188,RT @andylevy: bless u for this rand paul #GOPdebate,1
3189,I suspect if I watched the #GOPDebate I would need to keep a bucket handy. I saw the Trump clip and threw up in my mouth within 10 secs.,0
3190,RT @Urza83: @POTUS just watched the #GOPDebate  He got a good laugh. #UniteBlue #LibCrib #TYT #tcot #topprog #p2 #TNTweeters http://t.co/Aj…,0
3191,@realDonaldTrump @megynkelly Megyn tried to Stump the Trump and got burned. #Trump #GOPDebate,1
3192,Last night’s #GOPDebate had talk of God and Gays but what about the Guns? The only lives that seem to matter to that bunch is the unborn.,0
3193,"Imagine a #Trump Administration dealing with a US-Russia crisis. 

WWIII #GOPDebate",0
3194,RT @newlinla: My friends' 3-year-old's thoughts on Donald Trump are hilarious. #UniteBlue #GOPDebate http://t.co/gJ37M8NaM9,0
3195,"Problem with #GOPDebate too many candidates, no one got enough time to answer ALL important questions. Can't wait for the herd to thin",0
3196,"@LLAmos @SprightlyMagic Considering which debate it was, I can't blame them! I might need to join them! Thanks #gopdebate",0
3197,RT @RoniSeale: @DanScavino @realDonaldTrump is being honest and not backing down. #TrumpIsRight #Trump2016  #GOPDebate,2
3198,@hughhewitt was right when declared on @AdamCarollaShow that Hillary WILL be the next POTUS. Thx to #Trump2016 for confirming @ #GOPDebate,2
3199,"RT @Dreamdefenders: ""Unite everybody""... Really? Does that include people of color? The LGBTQ community? Women? #KKKorGOP #GOPDebate",0
3200,I think Trump should have been debate moderator. That would be a good role for him #GOPDebate,1
3201,So funny that @ComedyCentral should host the next #GOPDebate @mtaibbi,0
3202,"RT @tweetreachapp: We wrote about how the candidates performed on Twitter, if you’re interested! https://t.co/MqjYrub6tD #GOPDebate",2
3203,Tough to watch the #GOPDebate and not sense that @FoxNews' line of questioning was trying to depose @realDonaldTrump and anoint Jeb.,0
3204,Next #GOPDebate I nominate @KatTimpf @JoNosuchinsky and @greggutfeld to be the moderators. I would watch for at least 24 straight hours!,2
3205,RT @kristenjobarton: me @ #GOPDebate talking about Planned Parenthood http://t.co/OYIZmqZoWj,2
3206,"Trump didn't pledge to not run third party, but I'll pledge to vote third party if he's the nominee. http://t.co/3teP5ZSZUn #GOPDebate",0
3207,RT @JohnFugelsang: The 5 least recommended #GOPDebate Drinking Game Words: 5) 'Middle Class' 4) 'Cheney' 3) 'Science' 2) 'Black Lives Matte…,2
3208,"RT @michaelsnook: I can't wait for the meme about Donald Trump's beautiful, classy door at the border. #GOPDebate",0
3209,"@debrahendrix @Mellynjess 
Me2.
Failed CEO says former FLOTUS/ US Senator/ US SOS is a ""liar"" &amp; media decides she won #GOPdebate.
smh",0
3210,RT @TexasHumor: Tamales would be my Secretary of State because people will do anything for tamales. #TexMexDiplomacy #GOPdebate http://t.co…,2
3211,"RT @ImmigranNacion: @RandPaul #GOPDebate #USA, seriously, would you vote for any of these CLOWNS? We NEED #CIRNow #AINF #TNTVote http://t.c…",0
3212,"#GOPDebate got you down? Just remember, these things happened in #America. http://t.co/rrjvRkAzCz",0
3213,"RT @djolder: ""RONALD REAGAN SAID I COULD"" 
-All Republicans Always 
 #GOPdebate",2
3214,"RT @TheSamhita: I have a #GOPDebate hangover. I didn't drink anything, just the idea of one of these people being President made me tired a…",0
3215,"Fair Article » #GOPDebate: @FoxNews Down👎🏼; Cruz, Walker Up 👍🏼; Carly 👍🏼» The Loft -- GOPUSA🇺🇸 #SanDiego  http://t.co/oVqeTBoBEF",2
3216,I actually liked Cruz a lot more after his closing statement. I feel like as debates go on he will gain more popularity than jeb #GOPDebate,1
3217,"RT @davidbadash: I think Ben Carson just advocated for no taxes for atheists.
#GOPdebate",2
3218,@CBSMiami #GOPDebate RE: @POTUS is your problem!Ucan continue 2ignore facts of evidence he's a SNEAKY SCUMBAG #BITEME http://t.co/2P7WF9o56H,0
3219,"""And of course, I'm talking about Hillary Clinton"" was the most Reaganesque moment last night. Good job, #Huckabee! #GOPDebate",1
3220,"My take away from last night's #GOPDebate: I love @Rosie, and I always will.",1
3221,RT @ThePatriot143: The most surprising part of last nights #GOPDebate was that @megynkelly didn't attack Trumps hair. @realDonaldTrump,0
3222,RT @NiktaKanuka: Check out @klipfolio's #GOPDebate dashboard! See sentiment about candidates in real time http://t.co/X5ZXVGu4Uv http://t.c…,2
3223,RT @Leapoverthat: nothing really as refreshing as hearing the top 1% instructing civilians how to handle and cope with poverty #GOPDebate,0
3224,with more reflection &amp; a good nights rest I've come to the conclusion that last nights #GOPDebate was a roast competition more than anything,0
3225,#GOPDebate I'm really happy you cut back taxes in your state but it's still unclear how I'm going to feel safe in my own country...,0
3226,@stickwithjosh #truth Surprised that cosponsor @facebook didn't have a live stream. #GOPDebate,2
3227,RT @JessicaValenti: Thinking of tweeting the debate the way the media covers women in politics. GAWD THEIR VOICES ARE GRATING #GOPDebate,0
3228,"RT @NeinQuarterly: Here, #GOPDebate viewers. Have some #NeinManifesto. For reference. 

Available wherever fine aphorisms are sold. http://…",2
3229,"RT @pattonoswalt: Dear @IsiahWhitlockJr: Can you confirm that Donald Trump just ""Clay Davis'd"" this debate? #sheeeeeeeeeeeit #GOPDebate",2
3230,RT @withlove_eb: Ben Carson is at the #GOPDebate like.... http://t.co/CM6Ya8NQEV,0
3231,So what did you guys think of the #GOPdebate  ?,2
3232,Who needs coffee in the morning to get fired up when you can just talk to your co-workers about the #GOPDebate?,0
3233,RT @Mamadoxie: Yeah the liberal lap dog media loved the #GOPDebate but the people who actually WATCH @FoxNews loathed it. FOX will pay.  @r…,0
3234,@RickSantorum eugenics? And you are in the side of Racist Nativists who want to restrict LEGAL immigrants like me. U lost 5votes #GOPDebate,0
3235,RT @TheWorldsFrates: We Watched The Debate With A Bunch Of Conservative Activists. Here's How They Reacted #GOPDebate http://t.co/Ug21fI5Fc…,2
3236,"RT @FoxNews: .@ScottWalker pledges to lower the tax rate and reform the tax code, if elected president. #GOPDebate http://t.co/sknHfYkw3U",1
3237,"It's Adolf Hitler ! No, no, I don't wear my hair like that. Jonathan King  #FridayFeeling #GOPDebate #InternationalBeerDay Off Top",0
3238,"RT @Social_Mime: Huckabee says a fetus has constitutional rights and yet doesn't have a social security number, much like illegals.
#GOPDeb…",0
3239,"RT @apunkfemme: how are yall ""pro life"" but you're pro war, pro guns, pro ""i pretend to care about a fetus but not actual living children"" …",0
3240,Watching the GOP debate this morning ( yes I missed it last night ) .....wow......just wow. O_o #GOPDebate,1
3241,"With some of @realDonaldTrump's past positions, it would have been fun to see him run against @HillaryClinton in Democrat Primary #GOPDebate",0
3242,RT @AmbJohnBolton: At times an interesting discussion in #OH. It's important we keep putting #foreignpolicy at the center of #GOPdebate,1
3243,#GOPDebate  @FoxNews better watch out I believe the @realDonaldTrump will be fighting back.,1
3244,RT @bamasevere: Megyn Kelly shouldn't be worried about Trump's party loyalty. We watched her transform to a liberal in 3 hours. #GOPDebate,0
3245,Gotta remember @realDonaldTrump is a leader not a debater. Held his own against deep rooted politicians very well. #Trump2016 #GOPDebate,1
3246,Looking forward to hearing what you &amp; Katie think about the #GOPDebate last night &amp; #FastandFurious #JonJustice  https://t.co/PhIW1JkUaP,2
3247,RT @namenzie: Safe to say every person of color knows this. We usually aren't the ones who need convincing. #BenCarson #GOPDebate http://t.…,1
3248,RT @Roxsett27573: Why is #outnumbered trying to make the #GOPDebate more exciting than it was? @foxnews has all shows promoting the weak de…,0
3249,Kicking back with a glass of wine and catching up with the #GOPDebate,2
3250,RT @mollotm: See #socialmedia sentiment for #GOPDebate candidates as it changes during debate tonight http://t.co/H6nF5JBLTp http://t.co/3J…,2
3251,RT @CaseyWertz_: .@FoxNews How much did the rest of the group pay you to give them real questions and give .@realDonaldTrump bullshit quest…,0
3252,RT @BrandonLavy: @BenCarson is wrong. What makes America really great is not our unity but our respect of individuality. (1/1) #GOPDebate,0
3253,So I guess Trump Is paying off people to win debates now. 😂 #GOPDebate,0
3254,"RT @jennifernvictor: Wait a sec. Social Security wasn't robbed to pay for Obamacare, it was robbed to pay for Iraq war (and a bunch of othe…",0
3255,RT @aLocalGyro: Very worried about America right now. #GOPDebate,0
3256,"@SenTedCruz only candidate to lay out a detailed plan of what he will do the moment he steps into WH

#CruzCrew
#CruzToVictory
#GOPDebate",1
3257,Advice to each #GOP candidate in order of how I think they finished 5th place Marco Rubio Good job keep up the same #gopdebate #tcot #p2,1
3258,Donald Trumps attack on Megyn Kelly prove her point for her that he has a woman problem. Unless they like him he attacks them. #GOPDebate,0
3259,"It's funny to see a bunch of grown ass men, trying to scare America about a woman running for president. 
#GOPDebate",0
3260,"RT @LilaGraceRose: .@marcorubio saying #Constitution already ensures protection for ALL Americans, incl #preborn #GOPdebate",2
3261,What I'm reading says Donald Trump was front runner &amp; star of #GOPDebate! Like how is this possible? Wasn't he boo'ed? #WasntAbletoWatch,0
3262,@Pedinska Absolutely. Sane Twitter was *MOST* entertaining last nite. Moar #GOPDebate please! @Terry5135,0
3263,MItt Romney may be a billionaire by the time this Republican primary is over just based on the email list rental. #GOPDebate,0
3264,"RT @DeadLioness: I have a dream, that one day we will finally elect an atheist president.  #GOPDebate",2
3265,In #GOPDebate who do YOU think said what #Millennials care about most? I will tell you tonight at 8pm! http://t.co/1sk3TqNNNV @Newsradio1025,2
3266,Each #GOPdebate should be staged with one chair too few. Loser left standing banished to the fighting pits of Mereen.,0
3267,I buy the theory @CarlyFiorina performed well and held her own during the #GOPDebate last night. https://t.co/jmEkk2adkH,1
3268,RT @merket: Anyone else notice Carlton during the #GOPDebate last night? http://t.co/uk6weKJENU,0
3269,"RT @hillarysusans: @realDonaldTrump I had to watch this morning on DVR and wow, the ""moderators"" went after you! Not right at all. #GOPDeba…",1
3270,RT @deray: The moderators essentially did not address any issues of criminal justice during the #GOPDebate.,0
3271,RT @Bipartisanism: Sounds like the #GOPDebate needs to be reminded that 12.8 million jobs were created over 64 straight months of growth ht…,0
3272,RT @realjeffreyross: Looks like the auditions for the role of Ron Burgandy. #GOPdebate,2
3273,Watching the #GOPdebate omg it's in a stadium,2
3274,RT @fakedansavage: American Women: Given a choice between you and the fetus... Scott Walker picks the fetus. Prolife... just not pro-your-l…,0
3275,"Seriously, #Trump is dangerous for the whole world. #GOPDebate",0
3276,Scientific Studies and #GOPDebate Proves #Republican Voters Are Stupid http://t.co/5Iv60GaKsC #tcot #PJNET #FoxNews http://t.co/qqsG5aaV9x,0
3277,"RT @jennifernvictor: .@RandPaul ""We're borrowing a billion dollars a minute.""  I'm pretty sure that's not right. #factcheck #GOPDebate",0
3278,"It was only the first debate but these next round of questions must come from more intelligent ppl
#GOPDebate",0
3279,RT @EdgeofSports: The #GOPDebate would have been so much more entertaining if everyone was a Minion version of themselves.,0
3280,"RT @jenniferweiner: Trump's going to say he fired God. Or that God auditioned for ""Celebrity Apprentice"" and Trump turned him down. #GOPDeb…",0
3281,RT @LaurenC_Lux: Last night's #GOPdebate was the most-watched primary debate in history: http://t.co/rYALwGRJCz,2
3282,"And she's all like... #GOPDebate (OK, last one I promise but just couldn't help it lol) http://t.co/IE9KkupD2Z",0
3283,“Trump showed what kind of Republican he truly is — the snake variety” http://t.co/aQzGeGt7Tb via @debrajsaunders #GOPDebate,0
3284,"RT @_ErikaHarold: Dr. Carson's closing statement showed charm, humor and humility -- qualities we need more of in politics. #GOPDebate",1
3285,"RT @DillonFox5: No surprise here. 
Trump: ""I don't have time for political correctness"" 
 #fox5atl #GOPDebate",0
3286,@BettyBowers @Davids_Brain Gotta love that #GOPDebate logic. Mind boggling.,0
3287,RT @OutSideDBox1: @Livestream #GOPDebate either way if Donald Trump runs as an Independent which no one will vote for anyway,0
3288,RT @marciakimwong: 90 minutes into the #GOPDebate. The voters have spoken. http://t.co/tCcm986iYi,0
3289,"RT @alexandergold: No one is actually voting for these idiots, right? This is just a fun event for SNL? #GOPDebate",0
3290,"Watching the #GOPdebate (finally), can't help but think an American Idol format would probably be better that our current system.",0
3291,"Last night's #GOPDebate was not a debate at all. Trump dominated the show &amp; t'was unfair to other candidates such as #BenCarson , etc.",0
3292,RT @ccpecknold: I'll be talking with @CatSzeltner at 6pm and 9pm ET tonight on @EWTNNewsNightly about last night's #GOPDebate @CUANews Tune…,2
3293,@guypbenson @megynkelly was as good as any Fox commentator could be. Thank you for calling out his cral Megyn! #GOPDebate,0
3294,"FOXnews wasnt available to the mainstream public, only the subscribers.so many Americans missed the debate #gopdebate",0
3295,Great #GOPDebate analysis from @SWGoldman: http://t.co/DfPImpxSAv,1
3296,"All the #GOPDebate coverage focuses on Trump, but besides some zingers was a crappy performance. Cldnt answer most direct/pointed questions.",0
3297,"Does #Trump2016 negotiate the price by voter? #GOPDebate ""I'm discussing it with everybody... talking about a lot of leverage"" @BretBaier",0
3298,RT @RWSurferGirl: Why is FOX telling it's viewers not to support Trump. I think that is disengenuous! Is Cruz next? FOX News is in love wit…,0
3299,"@realDonaldTrump I had to watch this morning on DVR and wow, the ""moderators"" went after you! Not right at all. #GOPDebate You held your own",1
3300,RT @dhniels: You know who @ChrisChristie was giving hugs to? THE FAMILIES OF PEARL HARBOR VICTIMS #GOPDebate,0
3301,@FrankLuntz #GOPDebate focus group looked like it might be a Luntz family renunion! Real @realDonaldTrump supporters are LOL at you! #joke,0
3302,It is pretty terrifying that conservative women seem to be just fine with government controlling women's bodies.  #GOPDebate,0
3303,RT @CarolHello1: #GOPDebate: @FoxNews Failed!! https://t.co/grlzFHS8pb,0
3304,RT @JoshuaACNewman: I notice the #GOPDebate is at an hour when anyone with a job can’t see the trial-by-feces event take place. Only the re…,0
3305,"@Mobute ..... If he gets the nod, he will be stopped in the general election. If not, he will hand the election to the dems #GOPDebate",0
3306,"RT @daveweigel: My wrap on Rand Paul’s first hour of debating, which let him have exactly the fight he wanted http://t.co/Q3DRK3WDc3 #GOPDe…",1
3307,"#DonaldTrump said a whole heck of a lot, but ""Ben Carson doesn't have any policy ideas"" #GOPClownShow #GOPDebate  https://t.co/tIrxOlDwVe",0
3308,"RT @MercuryOneOC: The gave Trump twice as much speaking time as Walker #GOPdebate 
#TCOT #LNYHBT",0
3309,RT @KatiePavlich: Carly Fiorina makes it into the primetime debate with her answer from earlier on Iran #GOPdebate,2
3310,"Seeing lots of @RandPaul ""tried too hard"" during #GOPDebate . It was perfect to make sure he was heard and truth twisting was called out",1
3311,RT @JamieFord: #GOPDebate #StraightOutta HT - @Ericheidle for the mash-up of the night. http://t.co/EXoqhIBxH9,2
3312,RT @Ornyadams: Single payer... no way! I would miss paying ten different bills after my annual physical. Where's the fun in writing one che…,0
3313,"Anytime there is an opportunity to define the opposition, take it. Things I wish I saw at the #GOPDebate. This mess, is the #Liberals mess.",0
3314,"RT @Dan_DelGrosso: This whole debate is screwy. Boy, do politicians dance around topics. #GOPDebate",0
3315,#GOPDebate Why Pretend Hilary only Democrat Running? Obviously You're All More Afraid of Having to Debate Bernie Sanders!,0
3316,Best part of the #GOPDebate is @FoxNews Viewers having to choose between @MegynKelly or @RealDonaldTrump  @ToddStarnes &amp;  @GovWalker,2
3317,No mention of climate change at #GOPdebate?,0
3318,Advice to each #GOP candidate in order of how I think they finished 6th place Mike Huckabee Good bytes add substance #gopdebate #tcot #p2,2
3319,Candidate talk time. #GOPDebate per @Newsweek http://t.co/iodwqYTCMC,2
3320,#Hillary spent #GOPDebate night hanging out with a rude rapper &amp; reality show queen who's claim to fame is a sex video. Way to stay Classy.,0
3321,here's why I am voting for donald trump for president of america the country https://t.co/o1TXsYF9x5 #GOPDebate http://t.co/ZHvXuhuBmX,2
3322,"RT @lamejess_: Dear GOP, say it with me, ""God is not relevant to politics. Religion has no place in gov't."" Thx so much that wasn't hard wa…",0
3323,"RT @TayKayPhillips: ""I didn't know how Hillary would spend her money but I gave it to her anyway... please give me the government"" #GOPDeba…",0
3324,About last night. Are you watching @OutnumberedFNC ? We got @ericbolling and all the good stuff from the #GOPDebate on a Friday!,1
3325,"#GOPDebate  #Republicans vs #Democrats is #fake like #wrestling, I mean sports entertainment...so we have political entertainment!",0
3326,"Rush: ""most important thing"" in #GOPDebate ""Carly Fiorina - 'The Dem Party is undermining the very character of this nation ' "" #tcot",2
3327,@realDonaldTrump has never given me money either but I would take it..I would be stupid not to #GOPDebate #p2 #tcot,2
3328,"""We have not destroyed the economy"" begins Rush ""we didn't make this mess"" rant. Carly only one that aimed at Dems.  #GOPDebate",2
3329,"@Dance_Reader Tame reporting by the BBC. Must have been the best ""show"" on TV last night! Wish I'd seen it! #GOPdebate",0
3330,@Reince you are an IDIOT and @realDonaldTrump is a Racist Nativist. We need a New Chairman..  you stink.. #GOPDebate #Trump2016,0
3331,"Re: the #GOPDebate--@DennisPrager: ""The 2 Hispanics [Cruz and Rubio] did the best.""",1
3332,"RT @SpudLovr: Under #Walker16, Wisconsin went from 11th to 35th in new jobs, wages fell 2.7%, state spending increased by 15% #GOPDebate #t…",2
3333,"RT @rachelheldevans: ""The purpose of the military is to kill people and break things."" - Seems like this would be really insulting to those…",0
3334,RT @ANOWRT: Trying to get over last night's debacle #GOPDebate,0
3335,"RT @chrishudsonjr: I just want to see a #GOPDebate where ""God"", ""American Dream"", and ""Ronald Reagan"" don't count as actual arguments.",0
3336,Hairball ended his clown campaign. Trump debating is like giving a loaded gun to a monkey. You watch only to see who gets shot. #GOPDebate,0
3337,"RT @FoxNews: ""Leading from behind is a disaster. We have abandoned and alienated our allies,"" says @tedcruz. #GOPDebate http://t.co/sgt6BCu…",2
3338,It may have been the #GOPDebate but @HillaryClinton was mentioned more times than any other candidate. Hillary FTW.,1
3339,@realDonaldTrump @megynkelly @bretbaier #GOPDebate Mods job is2 ask Qs we don't know answers 2 not bait &amp; target a candidate #Trump2016,1
3340,"RT @Didikatz: @ZeitgeistGhost #GOPDebate last night clarified that it's not a clown car, it's a loony van of sociopaths.",0
3341,RT @goldengateblond: The one thing I've learned here is Donald Trump's co-stars on his new reality show don't seem to like him very much. #…,0
3342,#gopdebate Made for great TV. If I was a Repub I'd want Kasich/Rubio (or Fiorina) but I'm not so I don't.,0
3343,Drinking and watching the #GOPDebate is making Friday morning very difficult to get through.,2
3344,"RT @TheBaxterBean: No #PlannedParenthood hasn't profited from selling baby parts, that was Mitt Romney #GOPDebate http://t.co/B8uo2Moeod ht…",2
3345,"DeclarationOfIndependence mentions
3 Rights:
Life,Liberty&amp;thePursuitOfHappiness. 
#GOPDebate reveals denial4someOfUS! http://t.co/5QyKiPOinB",0
3346,"RT @goldengateblond: They just brought up Planned Parenthood, thus introducing the ""no I'M more anti-woman"" portion of our program. #GOPDeb…",0
3347,RT @JohnFugelsang: These low-polling candidates are the only 1 percenters the GOP doesn't love. #gopdebate,0
3348,"RT @L_EdwinSaar: Dr Carson: Progressives depend on the ignorance of the American people. 

Said the man who compared Obamacare to slavery. …",0
3349,RT @DickMorrisTweet: Who Won The Debate? Dick Morris TV: Lunch Alert! http://t.co/4XvN7N5lv1 #GOPDebate #Election2016 @realDonaldTrump @ted…,2
3350,"RT @adelsbergerdan: After hearing the summary from the  #GOPDebate last night, if a Republican wins the election, we're screwed",0
3351,"Ted Cruz, born in Canada. Nobody say shit. This stuff is comical. #GOPDebate",0
